site,data_source,measurement_name,times,aqs_flag,explanation
PSP,envidas,TEOMA(2.5)RefMC,"[2018-10-19 12:55, 2018-10-30 09:10)",BJ,filter not reinstalled after audit
PSP,envidas,TEOMB(crs)MC,"[2018-10-19 12:55, 2018-10-30 09:10)",BJ,filter not reinstalled after audit
PSP,envidas,TEOMB(crs)RefMC,"[2018-10-19 12:55, 2018-10-30 09:10)",BJ,filter not reinstalled after audit
PSP,envidas,NO,"[2018-10-18 10:30, 2018-11-01 07:49)",BJ,42i/42C sample lines reversed
PSP,envidas,NOx,"[2018-10-18 10:30, 2018-11-01 07:49)",BJ,42i/42C sample lines reversed
PSP,envidas,NOy-HNO3,"[2018-09-18 07:52, 2018-11-05 15:30)",AN,HNO3 converter issue
PSP,envidas,Concentration,"[2018-10-01 00:00, 2018-10-16 12:28)",AN,M651 (replaced with 3783 on 10/16)
PSP,envidas,NOy,"[2018-11-02 10:45, 2018-11-02 11:06)",AT,calibration
PSP,envidas,NO-DEC,"[2018-12-12 09:45, 2018-12-14 10:39)",AN,bypass pump box power cable pulled out - power off
PSP,envidas,NOy-DEC,"[2018-12-12 09:45, 2018-12-14 10:39)",AN,bypass pump box power cable pulled out - power off
PSP,envidas,Dichot(10)MC,"[2018-12-04 20:27, 2018-12-05 10:15)",AM,anomalous jumps
PSP,envidas,Dichot(10)RefMC,"[2018-12-04 20:30, 2018-12-05 10:15)",AM,anomalous jumps
PSP,envidas,TEOMA(2.5)MC,"[2018-12-04 20:30, 2018-12-05 10:15)",AM,anomalous jumps
PSP,envidas,TEOMA(2.5)RefMC,"[2018-12-04 20:30, 2018-12-05 10:15)",AM,anomalous jumps
PSP,envidas,TEOMB(crs)MC,"[2018-12-04 20:30, 2018-12-05 10:15)",AM,anomalous jumps
PSP,envidas,TEOMB(crs)RefMC,"[2018-12-04 20:30, 2018-12-05 10:15)",AM,anomalous jumps
WFML,campbell,NO,"[2018-10-18 12:00, 2018-10-18 13:00)",AT,calibration
WFML,campbell,NOX,"[2018-10-18 12:00, 2018-10-18 13:00)",AT,calibration
WFML,campbell,CO,"[2018-10-18 12:00, 2018-10-18 13:00)",AT,calibration
WFML,campbell,NO,"[2018-10-28 12:00, 2018-10-30 12:00)",AM,cal gases left on
WFML,campbell,NOX,"[2018-10-28 11:00, 2018-10-30 12:00)",AM,cal gases left on
WFML,envidas,API-T400-OZONE,"[2018-10-28 11:00, 2018-10-30 12:00)",AM,cal gases left on
WFML,campbell,NO,"[2018-11-19 08:30, 2018-11-19 12:00)",AM,unknown
WFML,campbell,NOX,"[2018-11-19 08:30, 2018-11-19 12:00)",AM,unknown
WFML,campbell,CO,"[2018-11-19 08:30, 2018-11-19 12:00)",AM,unknown
WFML,envidas,PM25C,"[2018-11-19 08:30, 2018-11-19 12:00)",AM,unknown
WFML,envidas,SO2,"[2018-11-19 08:30, 2018-11-19 12:00)",AM,unknown
WFML,envidas,API-T400-OZONE,"[2018-12-11 05:03, 2018-12-11 05:21)",AM,unknown
PSP,envidas,Concentration,"[2019-01-25, 2019-02-01 12:00)",AN,zero inlet flow issue
PSP,envidas,CO,"[2019-01-24 18:08, 2019-01-24 19:30)",AV,power fluctuation
PSP,envidas,NOy-DEC,"[2019-01-17 10:00, 2019-01-17 13:17)",AV,power cord pulled out
PSP,envidas,NO-DEC,"[2019-01-17 10:00, 2019-01-17 13:17)",AV,power cord pulled out
PSP,envidas,CO,"[2019-02-04 12:00, 2019-02-04 13:00)",AV,power failure
PSP,envidas,CO,"[2019-03-25 06:00, 2019-03-25 07:00)",BA,removed and reinstalled
PSP,envidas,Concentration,"[2019-03-23 08:07, 2019-03-25 08:25)",AN,pump failure
PSP,envidas,NO,"[2019-04-05 12:05, 2019-04-09 09:00)",AN,calibrator tubing left connected
PSP,envidas,NOx,"[2019-04-05 12:05, 2019-04-09 09:00)",AN,calibrator tubing left connected
PSP,envidas,CO,"[2019-04-06 15:00, 2019-04-06 16:00)",AV,power failure
PSP,envidas,Thermo_O3,"[2019-04-15 02:45, 2019-04-15 03:07)",AV,power failure
PSP,envidas,CO,"[2019-04-15 02:45, 2019-04-15 04:00)",AV,power failure
PSP,envidas,CO,"[2019-04-16 08:46, 2019-04-19 10:30)",AN,input line disconnected
